,Date,PM10,PM2.5,WeekDay,Month_Year
734,2/25/2022,5,79,6,02-22
735,2/24/2022,10,97,5,02-22
736,2/23/2022,10,12,4,02-22
737,2/22/2022,8,23,3,02-22
738,2/21/2022,3,8,2,02-22
739,2/20/2022,2,73,1,02-22
740,2/19/2022,6,68,7,02-22
741,2/18/2022,7,91,6,02-22
742,2/17/2022,5,12,5,02-22
743,2/16/2022,2,30,4,02-22
744,2/15/2022,11,75,3,02-22
745,2/14/2022,13,89,2,02-22
746,2/13/2022,12,67,1,02-22
747,2/12/2022,8,81,7,02-22
748,2/11/2022,4,21,6,02-22
749,2/10/2022,12,66,5,02-22
750,2/9/2022,6,80,4,02-22
751,2/8/2022,4,58,3,02-22
752,2/7/2022,4,95,2,02-22
753,2/6/2022,3,7,1,02-22
754,2/5/2022,5,29,7,02-22
755,2/4/2022,4,68,6,02-22
756,2/3/2022,8,10,5,02-22
757,2/2/2022,6,7,4,02-22
758,2/1/2022,5,67,3,02-22
759,1/31/2022,8,76,2,01-22
760,1/30/2022,13,66,1,01-22
761,1/29/2022,5,53,7,01-22
762,1/28/2022,8,63,6,01-22
763,1/27/2022,12,36,5,01-22
764,1/26/2022,13,92,4,01-22
765,1/25/2022,9,64,3,01-22
766,1/24/2022,7,88,2,01-22
767,1/23/2022,2,71,1,01-22
768,1/22/2022,2,46,7,01-22
769,1/21/2022,6,95,6,01-22
770,1/20/2022,5,77,5,01-22
771,1/19/2022,7,90,4,01-22
772,1/18/2022,10,21,3,01-22
773,1/17/2022,7,23,2,01-22
774,1/16/2022,8,57,1,01-22
775,1/15/2022,14,67,7,01-22
776,1/14/2022,16,77,6,01-22
777,1/13/2022,13,70,5,01-22
778,1/12/2022,15,68,4,01-22
779,1/11/2022,15,75,3,01-22
780,1/10/2022,16,7,2,01-22
781,1/9/2022,3,24,1,01-22
782,1/8/2022,6,38,7,01-22
783,1/7/2022,7,43,6,01-22
784,1/6/2022,6,74,5,01-22
785,1/5/2022,3,56,4,01-22
786,1/4/2022,2,50,3,01-22
787,1/3/2022,5,11,2,01-22
788,1/2/2022,7,35,1,01-22
789,1/1/2022,7,40,7,01-22
790,12/31/2021,4,21,6,12-21
791,12/30/2021,3,82,5,12-21
792,12/29/2021,4,26,4,12-21
793,12/28/2021,9,25,3,12-21
794,12/27/2021,13,92,2,12-21
795,12/26/2021,12,10,1,12-21
796,12/25/2021,8,0,7,12-21
797,12/24/2021,6,10,6,12-21
798,12/23/2021,21,42,5,12-21
799,12/22/2021,19,87,4,12-21
800,12/21/2021,20,37,3,12-21
801,12/20/2021,11,86,2,12-21
802,12/19/2021,3,84,1,12-21
803,12/18/2021,7,15,7,12-21
804,12/17/2021,16,61,6,12-21
805,12/16/2021,12,40,5,12-21
806,12/15/2021,7,28,4,12-21
807,12/14/2021,9,91,3,12-21
808,12/13/2021,6,4,2,12-21
809,12/12/2021,8,88,1,12-21
810,12/11/2021,20,25,7,12-21
811,12/10/2021,11,71,6,12-21
812,12/9/2021,19,51,5,12-21
813,12/8/2021,13,29,4,12-21
814,12/7/2021,11,3,3,12-21
815,12/6/2021,17,59,2,12-21
816,12/5/2021,7,56,1,12-21
817,12/4/2021,6,55,7,12-21
818,12/3/2021,7,79,6,12-21
819,12/2/2021,6,63,5,12-21
820,12/1/2021,1,68,4,12-21
821,11/30/2021,2,54,3,11-21
822,11/29/2021,8,7,2,11-21
823,11/28/2021,8,21,1,11-21
824,11/27/2021,10,81,7,11-21
825,11/26/2021,16,3,6,11-21
826,11/25/2021,16,63,5,11-21
827,11/24/2021,16,65,4,11-21
828,11/23/2021,10,75,3,11-21
829,11/22/2021,8,66,2,11-21
830,11/21/2021,10,91,1,11-21
831,11/20/2021,11,11,7,11-21
832,11/19/2021,8,12,6,11-21
833,11/18/2021,12,55,5,11-21
834,11/17/2021,9,4,4,11-21
835,11/16/2021,27,26,3,11-21
836,11/15/2021,24,37,2,11-21
837,11/14/2021,16,79,1,11-21
838,11/13/2021,10,43,7,11-21
839,11/12/2021,13,43,6,11-21
840,11/11/2021,25,3,5,11-21
841,11/10/2021,19,24,4,11-21
842,11/9/2021,13,89,3,11-21
843,11/8/2021,9,81,2,11-21
844,11/7/2021,8,5,1,11-21
845,11/6/2021,14,3,7,11-21
846,11/5/2021,6,56,6,11-21
847,11/4/2021,6,47,5,11-21
848,11/3/2021,10,21,4,11-21
849,11/2/2021,7,40,3,11-21
850,11/1/2021,16,11,2,11-21
851,10/31/2021,22,8,1,10-21
852,10/30/2021,31,87,7,10-21
853,10/29/2021,25,12,6,10-21
854,10/28/2021,14,46,5,10-21
855,10/27/2021,10,11,4,10-21
856,10/26/2021,17,54,3,10-21
857,10/25/2021,16,24,2,10-21
858,10/24/2021,9,68,1,10-21
859,10/23/2021,7,76,7,10-21
860,10/22/2021,6,41,6,10-21
861,10/21/2021,4,96,5,10-21
862,10/20/2021,9,17,4,10-21
863,10/19/2021,13,99,3,10-21
864,10/18/2021,15,22,2,10-21
865,10/17/2021,12,20,1,10-21
866,10/16/2021,10,50,7,10-21
867,10/15/2021,11,86,6,10-21
868,10/14/2021,6,58,5,10-21
869,10/13/2021,8,51,4,10-21
870,10/12/2021,9,8,3,10-21
871,10/11/2021,19,44,2,10-21
872,10/10/2021,17,68,1,10-21
873,10/9/2021,20,7,7,10-21
874,10/8/2021,27,61,6,10-21
875,10/7/2021,13,49,5,10-21
876,10/6/2021,8,29,4,10-21
877,10/5/2021,8,89,3,10-21
878,10/4/2021,9,68,2,10-21
879,10/3/2021,16,53,1,10-21
880,10/2/2021,10,24,7,10-21
881,10/1/2021,9,11,6,10-21
882,9/30/2021,7,68,5,09-21
883,9/29/2021,10,38,4,09-21
884,9/28/2021,8,84,3,09-21
885,9/27/2021,13,15,2,09-21
886,9/26/2021,14,10,1,09-21
887,9/25/2021,12,94,7,09-21
888,9/24/2021,10,13,6,09-21
889,9/23/2021,11,64,5,09-21
890,9/22/2021,12,36,4,09-21
891,9/21/2021,11,32,3,09-21
892,9/20/2021,10,10,2,09-21
893,9/19/2021,8,1,1,09-21
894,9/18/2021,5,40,7,09-21
895,9/17/2021,8,33,6,09-21
896,9/16/2021,7,22,5,09-21
897,9/15/2021,12,65,4,09-21
898,9/14/2021,15,31,3,09-21
899,9/13/2021,13,62,2,09-21
900,9/12/2021,8,53,1,09-21
901,9/11/2021,13,2,7,09-21
902,9/10/2021,19,70,6,09-21
903,9/9/2021,17,93,5,09-21
904,9/8/2021,17,47,4,09-21
905,9/7/2021,19,19,3,09-21
906,9/6/2021,15,60,2,09-21
907,9/5/2021,24,52,1,09-21
908,9/4/2021,22,43,7,09-21
909,9/3/2021,15,8,6,09-21
910,9/2/2021,14,83,5,09-21
911,9/1/2021,12,15,4,09-21
912,8/31/2021,10,34,3,08-21
913,8/30/2021,6,24,2,08-21
914,8/29/2021,5,77,1,08-21
915,8/28/2021,5,52,7,08-21
916,8/27/2021,5,29,6,08-21
917,8/26/2021,5,96,5,08-21
918,8/25/2021,9,69,4,08-21
919,8/24/2021,11,48,3,08-21
920,8/23/2021,4,77,2,08-21
921,8/22/2021,8,94,1,08-21
922,8/21/2021,11,6,7,08-21
923,8/20/2021,8,58,6,08-21
924,8/19/2021,6,66,5,08-21
925,8/18/2021,5,73,4,08-21
926,8/17/2021,7,73,3,08-21
927,8/16/2021,10,31,2,08-21
928,8/15/2021,12,65,1,08-21
929,8/14/2021,14,91,7,08-21
930,8/13/2021,17,63,6,08-21
931,8/12/2021,11,66,5,08-21
932,8/11/2021,8,54,4,08-21
933,8/10/2021,8,69,3,08-21
934,8/9/2021,8,6,2,08-21
935,8/8/2021,6,17,1,08-21
936,8/7/2021,6,71,7,08-21
937,8/6/2021,8,26,6,08-21
938,8/5/2021,9,33,5,08-21
939,8/4/2021,7,44,4,08-21
940,8/3/2021,7,15,3,08-21
941,8/2/2021,7,62,2,08-21
942,8/1/2021,7,6,1,08-21
943,7/31/2021,10,57,7,07-21
944,7/30/2021,11,27,6,07-21
945,7/29/2021,9,11,5,07-21
946,7/28/2021,9,97,4,07-21
947,7/27/2021,11,36,3,07-21
948,7/26/2021,11,55,2,07-21
949,7/25/2021,11,37,1,07-21
950,7/24/2021,18,1,7,07-21
951,7/23/2021,21,59,6,07-21
952,7/22/2021,16,29,5,07-21
953,7/21/2021,13,48,4,07-21
954,7/20/2021,13,45,3,07-21
955,7/19/2021,9,27,2,07-21
956,7/18/2021,8,22,1,07-21
957,7/17/2021,13,48,7,07-21
958,7/16/2021,16,99,6,07-21
959,7/15/2021,7,56,5,07-21
960,7/14/2021,7,18,4,07-21
961,7/13/2021,12,39,3,07-21
962,7/12/2021,8,2,2,07-21
963,7/11/2021,8,94,1,07-21
964,7/10/2021,10,75,7,07-21
965,7/9/2021,6,19,6,07-21
966,7/8/2021,10,27,5,07-21
967,7/7/2021,7,87,4,07-21
968,7/6/2021,7,41,3,07-21
969,7/5/2021,7,98,2,07-21
970,7/4/2021,10,46,1,07-21
971,7/3/2021,10,27,7,07-21
972,7/2/2021,6,96,6,07-21
973,7/1/2021,5,57,5,07-21
974,6/30/2021,7,12,4,06-21
975,6/29/2021,8,34,3,06-21
976,6/28/2021,13,15,2,06-21
977,6/27/2021,14,14,1,06-21
978,6/26/2021,12,50,7,06-21
979,6/25/2021,19,1,6,06-21
980,6/24/2021,19,11,5,06-21
981,6/23/2021,15,21,4,06-21
982,6/22/2021,12,35,3,06-21
983,6/21/2021,12,74,2,06-21
984,6/20/2021,21,95,1,06-21
985,6/19/2021,20,66,7,06-21
986,6/18/2021,16,83,6,06-21
987,6/17/2021,16,25,5,06-21
988,6/16/2021,17,17,4,06-21
989,6/15/2021,17,52,3,06-21
990,6/14/2021,11,3,2,06-21
991,6/13/2021,8,20,1,06-21
992,6/12/2021,13,35,7,06-21
993,6/11/2021,13,36,6,06-21
994,6/10/2021,12,82,5,06-21
995,6/9/2021,14,96,4,06-21
996,6/8/2021,18,74,3,06-21
997,6/7/2021,NA,NA,2,06-21
998,6/6/2021,12,41,1,06-21
999,6/5/2021,13,93,7,06-21
1000,6/4/2021,16,78,6,06-21
1001,6/3/2021,13,94,5,06-21
1002,6/2/2021,12,56,4,06-21
1003,6/1/2021,14,48,3,06-21
1004,5/31/2021,12,37,2,05-21
1005,5/30/2021,10,35,1,05-21
1006,5/29/2021,9,40,7,05-21
1007,5/28/2021,7,57,6,05-21
1008,5/27/2021,7,11,5,05-21
1009,5/26/2021,5,40,4,05-21
1010,5/25/2021,4,33,3,05-21
1011,5/24/2021,5,23,2,05-21
1012,5/23/2021,6,21,1,05-21
1013,5/22/2021,5,93,7,05-21
1014,5/21/2021,7,60,6,05-21
1015,5/20/2021,7,86,5,05-21
1016,5/19/2021,7,78,4,05-21
1017,5/18/2021,6,81,3,05-21
1018,5/17/2021,4,25,2,05-21
1019,5/16/2021,4,3,1,05-21
1020,5/15/2021,5,80,7,05-21
1021,5/14/2021,9,5,6,05-21
1022,5/13/2021,3,99,5,05-21
1023,5/12/2021,3,28,4,05-21
1024,5/11/2021,15,33,3,05-21
1025,5/10/2021,12,39,2,05-21
1026,5/9/2021,8,68,1,05-21
1027,5/8/2021,8,60,7,05-21
1028,5/7/2021,6,28,6,05-21
1029,5/6/2021,6,64,5,05-21
1030,5/5/2021,5,44,4,05-21
1031,5/4/2021,7,22,3,05-21
1032,5/3/2021,9,81,2,05-21
1033,5/2/2021,8,71,1,05-21
1034,5/1/2021,28,41,7,05-21
1035,4/30/2021,20,42,6,04-21
1036,4/29/2021,13,69,5,04-21
1037,4/28/2021,19,43,4,04-21
1038,4/27/2021,17,51,3,04-21
1039,4/26/2021,14,14,2,04-21
1040,4/25/2021,16,23,1,04-21
1041,4/24/2021,19,55,7,04-21
1042,4/23/2021,15,20,6,04-21
1043,4/22/2021,15,42,5,04-21
1044,4/21/2021,16,15,4,04-21
1045,4/20/2021,25,79,3,04-21
1046,4/19/2021,20,28,2,04-21
1047,4/18/2021,17,52,1,04-21
1048,4/17/2021,12,22,7,04-21
1049,4/16/2021,11,62,6,04-21
1050,4/15/2021,11,16,5,04-21
1051,4/14/2021,11,22,4,04-21
1052,4/13/2021,8,70,3,04-21
1053,4/12/2021,5,33,2,04-21
1054,4/11/2021,11,21,1,04-21
1055,4/10/2021,15,85,7,04-21
1056,4/9/2021,16,15,6,04-21
1057,4/8/2021,7,30,5,04-21
1058,4/7/2021,5,34,4,04-21
1059,4/6/2021,5,34,3,04-21
1060,4/5/2021,12,30,2,04-21
1061,4/4/2021,12,62,1,04-21
1062,4/3/2021,9,4,7,04-21
1063,4/2/2021,6,33,6,04-21
1064,4/1/2021,30,43,5,04-21
1065,3/31/2021,19,65,4,03-21
1066,3/30/2021,17,95,3,03-21
1067,3/29/2021,15,23,2,03-21
1068,3/28/2021,9,21,1,03-21
1069,3/27/2021,8,18,7,03-21
1070,3/26/2021,23,63,6,03-21
1071,3/25/2021,24,6,5,03-21
1072,3/24/2021,27,45,4,03-21
1073,3/23/2021,10,90,3,03-21
1074,3/22/2021,18,94,2,03-21
1075,3/21/2021,11,57,1,03-21
1076,3/20/2021,7,26,7,03-21
1077,3/19/2021,9,95,6,03-21
1078,3/18/2021,12,75,5,03-21
1079,3/17/2021,10,46,4,03-21
1080,3/16/2021,6,20,3,03-21
1081,3/15/2021,5,13,2,03-21
1082,3/14/2021,4,38,1,03-21
1083,3/13/2021,1,69,7,03-21
1084,3/12/2021,5,98,6,03-21
1085,3/11/2021,11,69,5,03-21
1086,3/10/2021,25,32,4,03-21
1087,3/9/2021,21,32,3,03-21
1088,3/8/2021,21,39,2,03-21
1089,3/7/2021,14,11,1,03-21
1090,3/6/2021,12,43,7,03-21
1091,3/5/2021,12,13,6,03-21
1092,3/4/2021,39,36,5,03-21
1093,3/3/2021,32,90,4,03-21
1094,3/2/2021,18,49,3,03-21
1095,3/1/2021,27,46,2,03-21
1096,2/28/2021,18,26,1,02-21
1097,2/27/2021,9,84,7,02-21
1098,2/26/2021,32,95,6,02-21
1099,2/25/2021,57,75,5,02-21
1100,2/24/2021,44,84,4,02-21
1101,2/23/2021,33,69,3,02-21
1102,2/22/2021,16,42,2,02-21
1103,2/21/2021,18,65,1,02-21
1104,2/20/2021,11,52,7,02-21
1105,2/19/2021,9,46,6,02-21
1106,2/18/2021,7,76,5,02-21
1107,2/17/2021,9,19,4,02-21
1108,2/16/2021,15,72,3,02-21
1109,2/15/2021,16,61,2,02-21
1110,2/14/2021,25,39,1,02-21
1111,2/13/2021,16,75,7,02-21
1112,2/12/2021,20,4,6,02-21
1113,2/11/2021,14,92,5,02-21
1114,2/10/2021,39,88,4,02-21
1115,2/9/2021,30,22,3,02-21
1116,2/8/2021,23,11,2,02-21
1117,2/7/2021,23,47,1,02-21
1118,2/6/2021,15,91,7,02-21
1119,2/5/2021,13,53,6,02-21
1120,2/4/2021,6,97,5,02-21
1121,2/3/2021,3,84,4,02-21
1122,2/2/2021,8,7,3,02-21
1123,2/1/2021,20,90,2,02-21
1124,1/31/2021,13,43,1,01-21
1125,1/30/2021,8,35,7,01-21
1126,1/29/2021,4,69,6,01-21
1127,1/28/2021,6,48,5,01-21
1128,1/27/2021,8,53,4,01-21
1129,1/26/2021,7,24,3,01-21
1130,1/25/2021,12,55,2,01-21
1131,1/24/2021,4,14,1,01-21
1132,1/23/2021,5,24,7,01-21
1133,1/22/2021,6,78,6,01-21
1134,1/21/2021,6,11,5,01-21
1135,1/20/2021,5,40,4,01-21
1136,1/19/2021,4,51,3,01-21
1137,1/18/2021,14,12,2,01-21
1138,1/17/2021,16,96,1,01-21
1139,1/16/2021,8,80,7,01-21
1140,1/15/2021,11,73,6,01-21
1141,1/14/2021,6,92,5,01-21
1142,1/13/2021,6,26,4,01-21
1143,1/12/2021,7,2,3,01-21
1144,1/11/2021,16,39,2,01-21
1145,1/10/2021,17,86,1,01-21
1146,1/9/2021,8,33,7,01-21
1147,1/8/2021,8,47,6,01-21
1148,1/7/2021,9,88,5,01-21
1149,1/6/2021,5,80,4,01-21
1150,1/5/2021,8,80,3,01-21
1151,1/4/2021,11,56,2,01-21
1152,1/3/2021,14,33,1,01-21
1153,1/2/2021,19,96,7,01-21
1154,1/1/2021,10,78,6,01-21
1155,12/31/2020,8,75,5,12-20
1156,12/30/2020,7,38,4,12-20
1157,12/29/2020,5,31,3,12-20
1158,12/28/2020,11,24,2,12-20
1159,12/27/2020,6,11,1,12-20
1160,12/26/2020,7,31,7,12-20
1161,12/25/2020,4,0,6,12-20
1162,12/24/2020,2,26,5,12-20
1163,12/23/2020,3,25,4,12-20
1164,12/22/2020,2,88,3,12-20
1165,12/21/2020,8,41,2,12-20
1166,12/20/2020,6,41,1,12-20
1167,12/19/2020,5,55,7,12-20
1168,12/18/2020,10,35,6,12-20
1169,12/17/2020,11,90,5,12-20
1170,12/16/2020,14,90,4,12-20
1171,12/15/2020,14,0,3,12-20
1172,12/14/2020,7,58,2,12-20
1173,12/13/2020,10,57,1,12-20
1174,12/12/2020,11,84,7,12-20
1175,12/11/2020,11,68,6,12-20
1176,12/10/2020,18,4,5,12-20
1177,12/9/2020,20,77,4,12-20
1178,12/8/2020,23,30,3,12-20
1179,12/7/2020,11,97,2,12-20
1180,12/6/2020,28,93,1,12-20
1181,12/5/2020,23,44,7,12-20
1182,12/4/2020,18,67,6,12-20
1183,12/3/2020,24,45,5,12-20
1184,12/2/2020,29,65,4,12-20
1185,12/1/2020,24,80,3,12-20
1186,11/30/2020,17,27,2,11-20
1187,11/29/2020,15,12,1,11-20
1188,11/28/2020,19,41,7,11-20
1189,11/27/2020,13,82,6,11-20
1190,11/26/2020,11,98,5,11-20
1191,11/25/2020,12,65,4,11-20
1192,11/24/2020,10,39,3,11-20
1193,11/23/2020,10,58,2,11-20
1194,11/22/2020,15,11,1,11-20
1195,11/21/2020,9,45,7,11-20
1196,11/20/2020,8,82,6,11-20
1197,11/19/2020,8,9,5,11-20
1198,11/18/2020,8,97,4,11-20
1199,11/17/2020,8,88,3,11-20
1200,11/16/2020,7,46,2,11-20
1201,11/15/2020,11,9,1,11-20
1202,11/14/2020,13,59,7,11-20
1203,11/13/2020,16,0,6,11-20
1204,11/12/2020,16,87,5,11-20
1205,11/11/2020,24,39,4,11-20
1206,11/10/2020,12,15,3,11-20
1207,11/9/2020,20,34,2,11-20
1208,11/8/2020,24,0,1,11-20
1209,11/7/2020,14,40,7,11-20
1210,11/6/2020,17,85,6,11-20
1211,11/5/2020,15,99,5,11-20
1212,11/4/2020,13,11,4,11-20
1213,11/3/2020,11,82,3,11-20
1214,11/2/2020,6,44,2,11-20
1215,11/1/2020,7,49,1,11-20
1216,10/31/2020,5,63,7,10-20
1217,10/30/2020,4,47,6,10-20
1218,10/29/2020,6,62,5,10-20
1219,10/28/2020,6,45,4,10-20
1220,10/27/2020,8,81,3,10-20
1221,10/26/2020,9,27,2,10-20
1222,10/25/2020,7,40,1,10-20
1223,10/24/2020,9,20,7,10-20
1224,10/23/2020,15,72,6,10-20
1225,10/22/2020,25,21,5,10-20
1226,10/21/2020,17,69,4,10-20
1227,10/20/2020,15,68,3,10-20
1228,10/19/2020,18,95,2,10-20
1229,10/18/2020,9,67,1,10-20
1230,10/17/2020,5,18,7,10-20
1231,10/16/2020,4,70,6,10-20
1232,10/15/2020,3,12,5,10-20
1233,10/14/2020,2,34,4,10-20
1234,10/13/2020,8,87,3,10-20
1235,10/12/2020,10,51,2,10-20
1236,10/11/2020,7,49,1,10-20
1237,10/10/2020,7,89,7,10-20
1238,10/9/2020,6,93,6,10-20
1239,10/8/2020,7,73,5,10-20
1240,10/7/2020,5,47,4,10-20
1241,10/6/2020,4,40,3,10-20
1242,10/5/2020,7,42,2,10-20
1243,10/4/2020,4,25,1,10-20
1244,10/3/2020,13,98,7,10-20
1245,10/2/2020,19,3,6,10-20
1246,10/1/2020,11,36,5,10-20
1247,9/30/2020,10,50,4,09-20
1248,9/29/2020,10,87,3,09-20
1249,9/28/2020,10,6,2,09-20
1250,9/27/2020,4,11,1,09-20
1251,9/26/2020,4,72,7,09-20
1252,9/25/2020,5,74,6,09-20
1253,9/24/2020,11,47,5,09-20
1254,9/23/2020,22,8,4,09-20
1255,9/22/2020,23,38,3,09-20
1256,9/21/2020,24,85,2,09-20
1257,9/20/2020,14,89,1,09-20
1258,9/19/2020,14,13,7,09-20
1259,9/18/2020,14,2,6,09-20
1260,9/17/2020,13,89,5,09-20
1261,9/16/2020,22,20,4,09-20
1262,9/15/2020,19,36,3,09-20
1263,9/14/2020,18,9,2,09-20
1264,9/13/2020,16,31,1,09-20
1265,9/12/2020,16,4,7,09-20
1266,9/11/2020,13,12,6,09-20
1267,9/10/2020,11,94,5,09-20
1268,9/9/2020,14,4,4,09-20
1269,9/8/2020,12,93,3,09-20
1270,9/7/2020,11,80,2,09-20
1271,9/6/2020,9,77,1,09-20
1272,9/5/2020,14,67,7,09-20
1273,9/4/2020,17,1,6,09-20
1274,9/3/2020,9,83,5,09-20
1275,9/2/2020,8,16,4,09-20
1276,9/1/2020,11,0,3,09-20
1277,8/31/2020,6,78,2,08-20
1278,8/30/2020,5,71,1,08-20
1279,8/29/2020,6,92,7,08-20
1280,8/28/2020,6,85,6,08-20
1281,8/27/2020,7,72,5,08-20
1282,8/26/2020,10,64,4,08-20
1283,8/25/2020,9,8,3,08-20
1284,8/24/2020,8,75,2,08-20
1285,8/23/2020,9,43,1,08-20
1286,8/22/2020,11,46,7,08-20
1287,8/21/2020,14,9,6,08-20
1288,8/20/2020,11,28,5,08-20
1289,8/19/2020,12,63,4,08-20
1290,8/18/2020,11,70,3,08-20
1291,8/17/2020,15,41,2,08-20
1292,8/16/2020,17,69,1,08-20
1293,8/15/2020,21,40,7,08-20
1294,8/14/2020,15,17,6,08-20
1295,8/13/2020,19,40,5,08-20
1296,8/12/2020,20,65,4,08-20
1297,8/11/2020,18,45,3,08-20
1298,8/10/2020,25,11,2,08-20
1299,8/9/2020,22,85,1,08-20
1300,8/8/2020,20,93,7,08-20
1301,8/7/2020,NA,NA,6,08-20
1302,8/6/2020,NA,NA,5,08-20
1303,8/5/2020,10,95,4,08-20
1304,8/4/2020,11,60,3,08-20
1305,8/3/2020,16,86,2,08-20
1306,8/2/2020,17,43,1,08-20
1307,8/1/2020,14,8,7,08-20
1308,7/31/2020,17,55,6,07-20
1309,7/30/2020,18,38,5,07-20
1310,7/29/2020,13,7,4,07-20
1311,7/28/2020,11,68,3,07-20
1312,7/27/2020,9,67,2,07-20
1313,7/26/2020,7,43,1,07-20
1314,7/25/2020,12,82,7,07-20
1315,7/24/2020,13,23,6,07-20
1316,7/23/2020,16,19,5,07-20
1317,7/22/2020,12,18,4,07-20
1318,7/21/2020,12,31,3,07-20
1319,7/20/2020,15,31,2,07-20
1320,7/19/2020,14,24,1,07-20
1321,7/18/2020,11,58,7,07-20
1322,7/17/2020,11,83,6,07-20
1323,7/16/2020,11,19,5,07-20
1324,7/15/2020,10,80,4,07-20
1325,7/14/2020,12,10,3,07-20
1326,7/13/2020,11,29,2,07-20
1327,7/12/2020,9,7,1,07-20
1328,7/11/2020,7,55,7,07-20
1329,7/10/2020,12,3,6,07-20
1330,7/9/2020,9,93,5,07-20
1331,7/8/2020,7,97,4,07-20
1332,7/7/2020,7,93,3,07-20
1333,7/6/2020,8,19,2,07-20
1334,7/5/2020,7,51,1,07-20
1335,7/4/2020,9,79,7,07-20
1336,7/3/2020,9,49,6,07-20
1337,7/2/2020,7,94,5,07-20
1338,7/1/2020,9,85,4,07-20
1339,6/30/2020,10,56,3,06-20
1340,6/29/2020,7,63,2,06-20
1341,6/28/2020,10,8,1,06-20
1342,6/27/2020,14,55,7,06-20
1343,6/26/2020,12,98,6,06-20
1344,6/25/2020,10,11,5,06-20
1345,6/24/2020,12,99,4,06-20
1346,6/23/2020,13,16,3,06-20
1347,6/22/2020,13,95,2,06-20
1348,6/21/2020,9,20,1,06-20
1349,6/20/2020,11,18,7,06-20
1350,6/19/2020,12,41,6,06-20
1351,6/18/2020,8,58,5,06-20
1352,6/17/2020,17,89,4,06-20
1353,6/16/2020,13,53,3,06-20
1354,6/15/2020,17,89,2,06-20
1355,6/14/2020,13,97,1,06-20
1356,6/13/2020,21,32,7,06-20
1357,6/12/2020,16,75,6,06-20
1358,6/11/2020,15,4,5,06-20
1359,6/10/2020,15,93,4,06-20
1360,6/9/2020,16,27,3,06-20
1361,6/8/2020,12,51,2,06-20
1362,6/7/2020,6,49,1,06-20
1363,6/6/2020,4,74,7,06-20
1364,6/5/2020,6,37,6,06-20
1365,6/4/2020,11,6,5,06-20
1366,6/3/2020,11,31,4,06-20
1367,6/2/2020,11,94,3,06-20
1368,6/1/2020,12,74,2,06-20
1369,5/31/2020,10,34,1,05-20
1370,5/30/2020,9,22,7,05-20
1371,5/29/2020,11,76,6,05-20
1372,5/28/2020,11,27,5,05-20
1373,5/27/2020,11,64,4,05-20
1374,5/26/2020,14,86,3,05-20
1375,5/25/2020,8,11,2,05-20
1376,5/24/2020,8,57,1,05-20
1377,5/23/2020,7,26,7,05-20
1378,5/22/2020,11,66,6,05-20
1379,5/21/2020,11,72,5,05-20
1380,5/20/2020,18,33,4,05-20
1381,5/19/2020,13,86,3,05-20
1382,5/18/2020,15,5,2,05-20
1383,5/17/2020,14,78,1,05-20
1384,5/16/2020,14,27,7,05-20
1385,5/15/2020,18,33,6,05-20
1386,5/14/2020,18,43,5,05-20
1387,5/13/2020,14,97,4,05-20
1388,5/12/2020,9,7,3,05-20
1389,5/11/2020,7,37,2,05-20
1390,5/10/2020,17,76,1,05-20
1391,5/9/2020,25,40,7,05-20
1392,5/8/2020,17,97,6,05-20
1393,5/7/2020,11,0,5,05-20
1394,5/6/2020,10,46,4,05-20
1395,5/5/2020,10,79,3,05-20
1396,5/4/2020,14,29,2,05-20
1397,5/3/2020,8,1,1,05-20
1398,5/2/2020,7,26,7,05-20
1399,5/1/2020,4,79,6,05-20
1400,4/30/2020,8,87,5,04-20
1401,4/29/2020,11,97,4,04-20
1402,4/28/2020,14,97,3,04-20
1403,4/27/2020,17,18,2,04-20
1404,4/26/2020,10,8,1,04-20
1405,4/25/2020,15,47,7,04-20
1406,4/24/2020,22,16,6,04-20
1407,4/23/2020,19,57,5,04-20
1408,4/22/2020,18,30,4,04-20
1409,4/21/2020,17,27,3,04-20
1410,4/20/2020,13,24,2,04-20
1411,4/19/2020,13,61,1,04-20
1412,4/18/2020,24,54,7,04-20
1413,4/17/2020,27,93,6,04-20
1414,4/16/2020,19,87,5,04-20
1415,4/15/2020,16,61,4,04-20
1416,4/14/2020,13,1,3,04-20
1417,4/13/2020,13,72,2,04-20
1418,4/12/2020,13,40,1,04-20
1419,4/11/2020,16,56,7,04-20
1420,4/10/2020,16,87,6,04-20
1421,4/9/2020,29,75,5,04-20
1422,4/8/2020,21,83,4,04-20
1423,4/7/2020,29,14,3,04-20
1424,4/6/2020,22,24,2,04-20
1425,4/5/2020,21,77,1,04-20
1426,4/4/2020,28,45,7,04-20
1427,4/3/2020,39,49,6,04-20
1428,4/2/2020,17,87,5,04-20
1429,4/1/2020,14,10,4,04-20
1430,3/31/2020,12,37,3,03-20
1431,3/30/2020,9,69,2,03-20
1432,3/29/2020,15,53,1,03-20
1433,3/28/2020,43,68,7,03-20
1434,3/27/2020,39,99,6,03-20
1435,3/26/2020,24,31,5,03-20
1436,3/25/2020,22,45,4,03-20
1437,3/24/2020,17,13,3,03-20
1438,3/23/2020,13,58,2,03-20
1439,3/22/2020,7,89,1,03-20
1440,3/21/2020,9,47,7,03-20
1441,3/20/2020,25,32,6,03-20
1442,3/19/2020,23,16,5,03-20
1443,3/18/2020,20,40,4,03-20
1444,3/17/2020,24,20,3,03-20
